agno;mes;RBD;Establecimiento;Codigo;Enseñanza;Nivel;Letra;Porc_de_Asistencia;Matrícula_cierre_mes;;;;;;
2025;4.Junio;13401027;Rayen;;Sala Cuna Menor;Sala Cuna;;13%;5;;;;;;
2025;4.Junio;13401027;Rayen;;Sala Cuna Mayor;Sala Cuna;;67%;8;;;;;;
2025;4.Junio;13401027;Rayen;;Medio y Trans. Convencional;Nivel Heterogéneo;;71%;21;;;;;;
2025;4.Junio;13401029;Sillanki;;Sala Cuna Menor;Sala Cuna;;55%;7;;;;;;
2025;4.Junio;13401029;Sillanki;;Sala Cuna Mayor;Sala Cuna;;39%;19;;;;;;
2025;4.Junio;13401029;Sillanki;;Nivel Medio Menor;Nivel Medio;;43%;30;;;;;;
2025;4.Junio;13401029;Sillanki;;Nivel Medio Mayor;Nivel Medio;;54%;27;;;;;;
2025;4.Junio;13401033;Eluney;;Sala Cuna Menor;Sala Cuna;;19%;3;;;;;;
2025;4.Junio;13401033;Eluney;;Sala Cuna Mayor;Sala Cuna;;44%;9;;;;;;
2025;4.Junio;13401033;Eluney;;Nivel Medio Menor;Nivel Medio;;59%;16;;;;;;
2025;4.Junio;13401033;Eluney;;Nivel Medio Mayor;Nivel Medio;;37%;17;;;;;;
2025;4.Junio;13401034;Millaray;;Sala Cuna Menor;Sala Cuna;;49%;15;;;;;;
2025;4.Junio;13401034;Millaray;;Sala Cuna Mayor;Sala Cuna;;63%;20;;;;;;
2025;4.Junio;13401034;Millaray;;Nivel Medio Menor;Nivel Medio;;53%;29;;;;;;
2025;4.Junio;13401034;Millaray;;Nivel Medio Mayor;Nivel Medio;;41%;28;;;;;;
2025;4.Junio;13401035;Sueños De Colores;;Sala Cuna Menor;Sala Cuna;;29%;5;;;;;;
2025;4.Junio;13401035;Sueños De Colores;;Sala Cuna Mayor;Sala Cuna;;41%;18;;;;;;
2025;4.Junio;13401035;Sueños De Colores;;Nivel Medio Menor;Nivel Medio;;43%;28;;;;;;
2025;4.Junio;13401035;Sueños De Colores;;Nivel Medio Mayor;Nivel Medio;;36%;25;;;;;;
2025;4.Junio;13401036;Todos Los Santos;;Sala Cuna Menor;Sala Cuna;;44%;9;;;;;;
2025;4.Junio;13401036;Todos Los Santos;;Sala Cuna Mayor;Sala Cuna;;50%;15;;;;;;
2025;4.Junio;13401036;Todos Los Santos;;Nivel Medio Menor;Nivel Medio;;50%;29;;;;;;
2025;4.Junio;13401036;Todos Los Santos;;Nivel Medio Mayor;Nivel Medio;;56%;10;;;;;;
2025;4.Junio;13401037;Ayelen;;Sala Cuna Mayor;Sala Cuna;;57%;16;;;;;;
2025;4.Junio;13401037;Ayelen;;Nivel Medio Menor;Nivel Medio;;42%;31;;;;;;
2025;4.Junio;13401037;Ayelen;;Nivel Medio Mayor;Nivel Medio;;51%;25;;;;;;
2025;4.Junio;13401038;Paicavi;;Sala Cuna Menor;Sala Cuna;;53%;12;;;;;;
2025;4.Junio;13401038;Paicavi;;Sala Cuna Mayor;Sala Cuna;;61%;13;;;;;;
2025;4.Junio;13401038;Paicavi;;Nivel Medio Menor;Nivel Medio;;55%;32;;;;;;
2025;4.Junio;13401038;Paicavi;;Nivel Medio Mayor;Nivel Medio;;42%;31;;;;;;
2025;4.Junio;13401039;Mapu Pupeñi;;Sala Cuna Menor;Sala Cuna;;38%;9;;;;;;
2025;4.Junio;13401039;Mapu Pupeñi;;Sala Cuna Mayor;Sala Cuna;;40%;14;;;;;;
2025;4.Junio;13401039;Mapu Pupeñi;;Nivel Medio Menor;Nivel Medio;;34%;29;;;;;;
2025;4.Junio;13401039;Mapu Pupeñi;;Nivel Medio Mayor;Nivel Medio;;48%;29;;;;;;
2025;4.Junio;13401041;Inti Suyai;;Sala Cuna Menor;Sala Cuna;;28%;11;;;;;;
2025;4.Junio;13401041;Inti Suyai;;Sala Cuna Mayor;Sala Cuna;;47%;20;;;;;;
2025;4.Junio;13401041;Inti Suyai;;Nivel Medio Menor;Nivel Medio;;37%;31;;;;;;
2025;4.Junio;13401041;Inti Suyai;;Nivel Medio Mayor;Nivel Medio;;51%;25;;;;;;
2025;4.Junio;13401042;Tierra De Angeles;;Sala Cuna Menor;Sala Cuna;;48%;21;;;;;;
2025;4.Junio;13401042;Tierra De Angeles;;Sala Cuna Mayor;Sala Cuna;;37%;35;;;;;;
2025;4.Junio;13401042;Tierra De Angeles;;Nivel Medio Menor;Nivel Medio;;45%;55;;;;;;
2025;4.Junio;13401042;Tierra De Angeles;;Nivel Medio Mayor;Nivel Medio;;48%;49;;;;;;
2025;4.Junio;13401043;Color Esperanza;;Sala Cuna Heterogénea;Sala Cuna;;41%;14;;;;;;
2025;4.Junio;13401043;Color Esperanza;;Nivel Medio Menor;Nivel Medio;;53%;24;;;;;;
2025;4.Junio;13401043;Color Esperanza;;Nivel Medio Mayor;Nivel Medio;;45%;24;;;;;;
2025;4.Junio;13401045;Poyentu Mapu;;Sala Cuna Menor;Sala Cuna;;51%;12;;;;;;
2025;4.Junio;13401045;Poyentu Mapu;;Sala Cuna Mayor;Sala Cuna;;48%;20;;;;;;
2025;4.Junio;13401045;Poyentu Mapu;;Nivel Medio Menor;Nivel Medio;;54%;30;;;;;;
2025;4.Junio;13401045;Poyentu Mapu;;Nivel Medio Mayor;Nivel Medio;;60%;24;;;;;;
2025;4.Junio;13401053;Elena Paut;;Sala Cuna Menor;Sala Cuna;;71%;8;;;;;;
2025;4.Junio;13401053;Elena Paut;;Sala Cuna Mayor;Sala Cuna;;48%;18;;;;;;
2025;4.Junio;13401053;Elena Paut;;Nivel Medio Menor;Nivel Medio;;27%;28;;;;;;
2025;4.Junio;13401053;Elena Paut;;Nivel Medio Mayor;Nivel Medio;;48%;15;;;;;;
2025;4.Junio;13403005;Las Estrellitas;;Sala Cuna Heterogénea;Sala Cuna;;91%;16;;;;;;
2025;4.Junio;13403005;Las Estrellitas;;Medio y Trans. Convencional;Nivel Heterogéneo;;94%;29;;;;;;
2025;4.Junio;13403006;Girasoles;;Sala Cuna Mayor;Sala Cuna;;82%;18;;;;;;
2025;4.Junio;13403007;Manitos De Angel;;Sala Cuna Mayor;Sala Cuna;;100%;13;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;85%;13;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;10;Educación Parvularia;2° nivel de Transición (Kinder);A;78%;14;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;1° básico;A;82%;18;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;1° básico;B;89%;19;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;2° básico;A;87%;30;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;3° básico;A;80%;29;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;4° básico;A;87%;27;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;5° básico;A;87%;19;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;5° básico;B;86%;19;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;6° básico;A;82%;32;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;7° básico;A;88%;35;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;8° básico;A;87%;33;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;110;Enseñanza Básica;8° básico;B;84%;34;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;73%;33;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;77%;34;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;71%;34;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;74%;26;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;72%;25;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;79%;26;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;D;76%;26;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;410;Enseñanza Media Técnico-Profesional Comercial niños;3° medio;A;79%;18;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;410;Enseñanza Media Técnico-Profesional Comercial niños;3° medio;B;92%;19;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;410;Enseñanza Media Técnico-Profesional Comercial niños;4° medio;A;76%;22;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;A;80%;31;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;B;76%;29;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;A;83%;23;;;;;;
2025;5.Julio;10542;Centro Educacional Baldomero Lillo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;B;74%;17;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;81%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;87%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;81%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;89%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;85%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;80%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;A;86%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;A;87%;35;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;363;Educación Media H-C Adultos;1er nivel (1° y 2° medio);A;85%;23;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;363;Educación Media H-C Adultos;1er nivel (1° y 2° medio);B;87%;25;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;363;Educación Media H-C Adultos;2do nivel (3° y 4° medio);A;88%;30;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;363;Educación Media H-C Adultos;2do nivel (3° y 4° medio);B;86%;31;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;410;Enseñanza Media Técnico-Profesional Comercial niños;3° medio;B;76%;33;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;410;Enseñanza Media Técnico-Profesional Comercial niños;4° medio;B;82%;16;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;C;85%;16;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;C;88%;20;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;D;80%;33;;;;;;
2025;5.Julio;10543;Centro Educacional Fidel Pinochet;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;D;75%;28;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;80%;35;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;84%;34;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;78%;34;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;D;77%;34;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;E;74%;34;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;F;69%;35;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;G;79%;34;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;84%;29;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;73%;27;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;76%;28;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;D;79%;29;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;E;83%;29;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;F;77%;28;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;G;82%;27;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;A;72%;28;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;B;82%;27;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;A;74%;32;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;B;78%;31;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;C;84%;39;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;D;79%;35;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;E;79%;40;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;F;85%;40;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;G;85%;36;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;C;83%;28;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;D;78%;32;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;E;77%;28;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;F;78%;28;;;;;;
2025;5.Julio;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;G;81%;26;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;65%;24;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;68%;18;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;81%;29;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;D;79%;33;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;77%;17;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;77%;22;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;84%;29;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;D;65%;19;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;A;81%;24;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;B;77%;20;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;C;82%;25;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;D;61%;25;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;A;76%;18;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;B;77%;24;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;C;84%;25;;;;;;
2025;5.Julio;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;D;82%;21;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;88%;4;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;10;Educación Parvularia;2° nivel de Transición (Kinder);A;40%;4;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;1° básico;A;85%;22;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;2° básico;A;82%;18;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;3° básico;A;88%;35;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;4° básico;A;88%;26;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;4° básico;B;81%;20;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;5° básico;A;85%;29;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;5° básico;B;81%;23;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;6° básico;A;81%;22;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;6° básico;B;87%;20;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;7° básico;A;82%;23;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;7° básico;B;78%;20;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;8° básico;A;84%;28;;;;;;
2025;5.Julio;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;8° básico;B;76%;25;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;88%;5;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;10;Educación Parvularia;2° nivel de Transición (Kinder);A;79%;4;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;1° básico;A;79%;15;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;2° básico;A;88%;17;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;3° básico;A;83%;9;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;4° básico;A;89%;20;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;5° básico;A;90%;27;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;6° básico;A;89%;23;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;7° básico;A;87%;22;;;;;;
2025;5.Julio;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;8° básico;A;89%;23;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;77%;16;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;10;Educación Parvularia;2° nivel de Transición (Kinder);A;80%;8;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;1° básico;A;80%;14;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;2° básico;A;86%;23;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;3° básico;A;77%;19;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;4° básico;A;85%;20;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;5° básico;A;80%;25;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;6° básico;A;85%;21;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;7° básico;A;82%;26;;;;;;
2025;5.Julio;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;8° básico;A;86%;24;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;92%;10;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;10;Educación Parvularia;2° nivel de Transición (Kinder);A;81%;21;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;1° básico;A;88%;32;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;2° básico;A;86%;32;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;3° básico;A;83%;18;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;4° básico;A;88%;21;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;5° básico;A;85%;28;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;6° básico;A;87%;22;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;7° básico;A;91%;18;;;;;;
2025;5.Julio;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;8° básico;A;91%;28;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;110;Enseñanza Básica;8° básico;A;86%;17;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;81%;28;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;83%;27;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;73%;26;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;76%;24;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;88%;25;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;75%;21;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;A;77%;23;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;B;83%;22;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;A;83%;20;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;B;89%;19;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;410;Enseñanza Media Técnico-Profesional Comercial niños;3° medio;C;89%;29;;;;;;
2025;5.Julio;10551;Liceo Polivalente Lucila Godoy Alcayaga;410;Enseñanza Media Técnico-Profesional Comercial niños;4° medio;C;82%;24;;;;;;
2025;5.Julio;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;89%;17;;;;;;
2025;5.Julio;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;1er nivel de Transición (Prekinder);B;94%;9;;;;;;
2025;5.Julio;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;2° nivel de Transición (Kinder);A;88%;22;;;;;;
2025;5.Julio;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;2° nivel de Transición (Kinder);B;90%;14;;;;;;
2025;5.Julio;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;1° básico;A;91%;18;;;;;;
2025;5.Julio;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;1° básico;B;92%;18;;;;;;
2025;5.Julio;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;2° básico;A;90%;26;;;;;;
