agno;mes;RBD;Establecimiento;Codigo;Enseñanza;Nivel;Letra;Porc_de_Asistencia;Matrícula_cierre_mes;;;;;;
2025;2.Abril;10543;Centro Educacional Fidel Pinochet;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;D;80%;34;;;;;;
2025;2.Abril;10543;Centro Educacional Fidel Pinochet;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;D;82%;27;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;80%;35;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;83%;35;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;83%;33;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;D;83%;33;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;E;75%;29;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;F;80%;36;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;G;82%;33;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;83%;31;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;78%;25;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;82%;29;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;D;80%;30;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;E;85%;27;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;F;81%;28;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;G;86%;30;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;A;75%;27;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;B;76%;28;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;A;78%;31;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;B;83%;29;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;C;86%;40;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;D;74%;38;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;E;84%;39;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;F;85%;38;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;3° medio;G;84%;38;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;C;86%;27;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;D;84%;31;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;E;72%;27;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;F;82%;28;;;;;;
2025;2.Abril;10544;Liceo Elvira Brady Maldonado San Bernardo;610;Enseñanza Media Técnico-Profesional Técnica niños;4° medio;G;81%;27;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;78%;28;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;74%;21;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;80%;28;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;D;81%;33;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;79%;17;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;75%;21;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;88%;28;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;D;72%;20;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;A;79%;24;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;B;76%;25;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;C;80%;26;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;3° medio;D;62%;25;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;A;81%;19;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;B;82%;25;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;C;84%;25;;;;;;
2025;2.Abril;10545;Liceo Industrial Miguel Aylwin Gajardo;510;Enseñanza Media Técnico-Profesional Industrial niños;4° medio;D;83%;23;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;78%;5;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;10;Educación Parvularia;2° nivel de Transición (Kinder);A;70%;4;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;1° básico;A;78%;23;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;2° básico;A;88%;21;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;3° básico;A;88%;36;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;4° básico;A;91%;26;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;4° básico;B;84%;20;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;5° básico;A;87%;29;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;5° básico;B;87%;23;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;6° básico;A;83%;22;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;6° básico;B;84%;21;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;7° básico;A;84%;22;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;7° básico;B;83%;20;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;8° básico;A;84%;27;;;;;;
2025;2.Abril;10546;Escuela Pilar Moliner De Nuez;110;Enseñanza Básica;8° básico;B;85%;27;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;83%;6;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;10;Educación Parvularia;2° nivel de Transición (Kinder);A;80%;5;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;1° básico;A;83%;17;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;2° básico;A;91%;16;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;3° básico;A;83%;9;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;4° básico;A;90%;21;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;5° básico;A;92%;28;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;6° básico;A;89%;22;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;7° básico;A;90%;21;;;;;;
2025;2.Abril;10547;Escuela Republica Del Brasil;110;Enseñanza Básica;8° básico;A;89%;24;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;73%;18;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;10;Educación Parvularia;2° nivel de Transición (Kinder);A;74%;9;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;1° básico;A;84%;14;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;2° básico;A;90%;23;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;3° básico;A;85%;18;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;4° básico;A;82%;19;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;5° básico;A;90%;25;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;6° básico;A;87%;22;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;7° básico;A;87%;27;;;;;;
2025;2.Abril;10548;Escuela Isabel Riquelme;110;Enseñanza Básica;8° básico;A;83%;23;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;93%;9;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;10;Educación Parvularia;2° nivel de Transición (Kinder);A;90%;18;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;1° básico;A;92%;33;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;2° básico;A;90%;31;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;3° básico;A;86%;19;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;4° básico;A;91%;20;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;5° básico;A;87%;29;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;6° básico;A;90%;23;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;7° básico;A;88%;20;;;;;;
2025;2.Abril;10550;Escuela Libertador General Bernardo O'Higgins;110;Enseñanza Básica;8° básico;A;91%;28;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;110;Enseñanza Básica;8° básico;A;72%;17;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;A;73%;26;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;B;78%;25;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;1° medio;C;84%;26;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;A;76%;24;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;B;83%;27;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;2° medio;C;80%;24;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;A;73%;24;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;3° medio;B;87%;20;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;A;88%;19;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;310;Enseñanza Media Humanista-Científica niños y jóvenes;4° medio;B;90%;20;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;410;Enseñanza Media Técnico-Profesional Comercial niños;3° medio;C;90%;29;;;;;;
2025;2.Abril;10551;Liceo Polivalente Lucila Godoy Alcayaga;410;Enseñanza Media Técnico-Profesional Comercial niños;4° medio;C;87%;24;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;95%;17;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;1er nivel de Transición (Prekinder);B;93%;10;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;2° nivel de Transición (Kinder);A;90%;21;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;10;Educación Parvularia;2° nivel de Transición (Kinder);B;92%;14;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;1° básico;A;93%;19;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;1° básico;B;92%;17;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;2° básico;A;93%;24;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;2° básico;B;92%;20;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;3° básico;A;91%;23;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;3° básico;B;92%;23;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;4° básico;A;93%;21;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;4° básico;B;93%;18;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;5° básico;A;94%;23;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;5° básico;B;91%;23;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;6° básico;A;92%;21;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;6° básico;B;95%;26;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;7° básico;A;92%;27;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;7° básico;B;93%;27;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;8° básico;A;94%;30;;;;;;
2025;2.Abril;10553;Escuela Marcial Martinez Ferrari;110;Enseñanza Básica;8° básico;B;93%;32;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;91%;19;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;10;Educación Parvularia;2° nivel de Transición (Kinder);A;84%;19;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;1° básico;A;89%;21;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;2° básico;A;89%;22;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;3° básico;A;90%;33;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;4° básico;A;89%;29;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;5° básico;A;92%;25;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;6° básico;A;86%;30;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;7° básico;A;88%;33;;;;;;
2025;2.Abril;10554;Escuela General Rene Schneider Chereau;110;Enseñanza Básica;8° básico;A;89%;27;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;85%;26;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;10;Educación Parvularia;2° nivel de Transición (Kinder);A;86%;28;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;1° básico;A;87%;31;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;2° básico;A;86%;38;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;3° básico;A;85%;32;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;4° básico;A;88%;35;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;5° básico;A;87%;35;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;6° básico;A;90%;33;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;7° básico;A;88%;31;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;110;Enseñanza Básica;8° básico;A;89%;30;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;165;Educación Básica Adultos Sin Oficios;Nivel Básico 3(7° y 8° básico);A;63%;8;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;363;Educación Media H-C Adultos;1er nivel (1° y 2° medio);A;75%;15;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;363;Educación Media H-C Adultos;1er nivel (1° y 2° medio);B;73%;15;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;363;Educación Media H-C Adultos;2do nivel (3° y 4° medio);A;73%;17;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;363;Educación Media H-C Adultos;2do nivel (3° y 4° medio);B;76%;18;;;;;;
2025;2.Abril;10555;Escuela Basica Base El Bosque;363;Educación Media H-C Adultos;2do nivel (3° y 4° medio);C;72%;16;;;;;;
2025;2.Abril;10556;Escuela Alemania;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;67%;5;;;;;;
2025;2.Abril;10556;Escuela Alemania;10;Educación Parvularia;2° nivel de Transición (Kinder);A;71%;14;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;1° básico;A;82%;15;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;2° básico;A;80%;26;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;3° básico;A;88%;14;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;4° básico;A;86%;32;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;5° básico;A;88%;25;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;6° básico;A;84%;30;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;7° básico;A;82%;23;;;;;;
2025;2.Abril;10556;Escuela Alemania;110;Enseñanza Básica;8° básico;A;90%;25;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;90%;6;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;10;Educación Parvularia;2° nivel de Transición (Kinder);A;88%;16;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;1° básico;A;88%;20;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;2° básico;A;90%;28;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;3° básico;A;93%;34;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;4° básico;A;92%;40;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;5° básico;A;92%;37;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;6° básico;A;94%;37;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;7° básico;A;91%;33;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;8° básico;A;91%;28;;;;;;
2025;2.Abril;10557;Escuela General Alberto A. Bachelet Martinez;110;Enseñanza Básica;8° básico;B;93%;27;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;80%;9;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;10;Educación Parvularia;2° nivel de Transición (Kinder);A;80%;11;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;1° básico;A;84%;20;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;2° básico;A;89%;16;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;3° básico;A;91%;20;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;4° básico;A;83%;29;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;5° básico;A;87%;22;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;6° básico;A;84%;19;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;7° básico;A;87%;20;;;;;;
2025;2.Abril;10558;Escuela Republica De Los Ee.Uu. De America;110;Enseñanza Básica;8° básico;A;88%;22;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;89%;18;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;10;Educación Parvularia;2° nivel de Transición (Kinder);A;89%;22;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;1° básico;A;94%;31;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;2° básico;A;93%;22;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;3° básico;A;96%;14;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;4° básico;A;92%;14;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;5° básico;A;95%;16;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;6° básico;A;93%;19;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;7° básico;A;92%;21;;;;;;
2025;2.Abril;10559;Escuela Bernardo Leighton;110;Enseñanza Básica;8° básico;A;92%;24;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;81%;16;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;10;Educación Parvularia;2° nivel de Transición (Kinder);A;77%;25;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;1° básico;A;86%;36;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;2° básico;A;95%;31;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;3° básico;A;89%;26;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;4° básico;A;89%;29;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;5° básico;A;91%;27;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;6° básico;A;83%;31;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;7° básico;A;85%;19;;;;;;
2025;2.Abril;10560;Escuela Javiera Carrera Verdugo;110;Enseñanza Básica;8° básico;A;84%;30;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;10;Educación Parvularia;1er nivel de Transición (Prekinder);A;91%;12;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;10;Educación Parvularia;2° nivel de Transición (Kinder);A;88%;16;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;110;Enseñanza Básica;1° básico;A;89%;22;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;110;Enseñanza Básica;2° básico;A;91%;20;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;110;Enseñanza Básica;3° básico;A;90%;24;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;110;Enseñanza Básica;4° básico;A;94%;23;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;110;Enseñanza Básica;5° básico;A;90%;27;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;110;Enseñanza Básica;6° básico;A;95%;25;;;;;;
2025;2.Abril;10561;Escuela Claudio Arrau Leon;110;Enseñanza Básica;7° básico;A;91%;26;;;;;;
