agno,mes,RBD,%Asistencia,Matrícula,RBD_Establecimiento,Enseñanza,Nivel,Letra
2025,1.Marzo,10592,0.82,36,10592 Centro Educacional Clara Solovera,310,I° Medio,A
2025,1.Marzo,10592,0.88,37,10592 Centro Educacional Clara Solovera,310,I° Medio,B
2025,1.Marzo,10592,0.86,37,10592 Centro Educacional Clara Solovera,310,II° Medio,A
2025,1.Marzo,10592,0.81,37,10592 Centro Educacional Clara Solovera,310,II° Medio,B
2025,1.Marzo,10592,0.87,36,10592 Centro Educacional Clara Solovera,510,III° Medio,A
2025,1.Marzo,10592,0.86,24,10592 Centro Educacional Clara Solovera,510,IV° Medio,A
2025,1.Marzo,10592,0.82,20,10592 Centro Educacional Clara Solovera,610,III° Medio,B
2025,1.Marzo,10592,0.88,18,10592 Centro Educacional Clara Solovera,610,IV° Medio,B
2025,1.Marzo,10686,0.72,13,10686 Liceo Municipal Poetisa Gabriela Mistral,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,10686,0.9,19,10686 Liceo Municipal Poetisa Gabriela Mistral,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,10686,0.85,21,10686 Liceo Municipal Poetisa Gabriela Mistral,110,1° Básico,A
2025,1.Marzo,10686,0.91,21,10686 Liceo Municipal Poetisa Gabriela Mistral,110,1° Básico,B
2025,1.Marzo,10686,0.95,27,10686 Liceo Municipal Poetisa Gabriela Mistral,110,2° Básico,A
2025,1.Marzo,10686,0.91,27,10686 Liceo Municipal Poetisa Gabriela Mistral,110,2° Básico,B
2025,1.Marzo,10686,0.91,25,10686 Liceo Municipal Poetisa Gabriela Mistral,110,3° Básico,A
2025,1.Marzo,10686,0.87,23,10686 Liceo Municipal Poetisa Gabriela Mistral,110,3° Básico,B
2025,1.Marzo,10686,0.95,30,10686 Liceo Municipal Poetisa Gabriela Mistral,110,4° Básico,A
2025,1.Marzo,10686,0.93,27,10686 Liceo Municipal Poetisa Gabriela Mistral,110,4° Básico,B
2025,1.Marzo,10686,0.96,27,10686 Liceo Municipal Poetisa Gabriela Mistral,110,5° Básico,A
2025,1.Marzo,10686,0.96,28,10686 Liceo Municipal Poetisa Gabriela Mistral,110,5° Básico,B
2025,1.Marzo,10686,0.95,32,10686 Liceo Municipal Poetisa Gabriela Mistral,110,6° Básico,A
2025,1.Marzo,10686,0.93,31,10686 Liceo Municipal Poetisa Gabriela Mistral,110,6° Básico,B
2025,1.Marzo,10686,0.96,27,10686 Liceo Municipal Poetisa Gabriela Mistral,110,7° Básico,A
2025,1.Marzo,10686,0.95,23,10686 Liceo Municipal Poetisa Gabriela Mistral,110,7° Básico,B
2025,1.Marzo,10686,0.93,29,10686 Liceo Municipal Poetisa Gabriela Mistral,110,8° Básico,A
2025,1.Marzo,10686,0.95,30,10686 Liceo Municipal Poetisa Gabriela Mistral,110,8° Básico,B
2025,1.Marzo,10686,0.96,40,10686 Liceo Municipal Poetisa Gabriela Mistral,310,I° Medio,A
2025,1.Marzo,10686,0.97,36,10686 Liceo Municipal Poetisa Gabriela Mistral,310,I° Medio,B
2025,1.Marzo,10686,0.97,39,10686 Liceo Municipal Poetisa Gabriela Mistral,310,II° Medio,A
2025,1.Marzo,10686,0.97,40,10686 Liceo Municipal Poetisa Gabriela Mistral,310,II° Medio,B
2025,1.Marzo,10686,0.94,44,10686 Liceo Municipal Poetisa Gabriela Mistral,310,III° Medio,A
2025,1.Marzo,10686,0.95,43,10686 Liceo Municipal Poetisa Gabriela Mistral,310,III° Medio,B
2025,1.Marzo,10686,0.89,39,10686 Liceo Municipal Poetisa Gabriela Mistral,310,IV° Medio,A
2025,1.Marzo,10686,0.98,38,10686 Liceo Municipal Poetisa Gabriela Mistral,310,IV° Medio,B
2025,1.Marzo,10687,0.94,15,10687 Escuela Basica F-N° 798 Calera De Tango,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,10687,0.94,30,10687 Escuela Basica F-N° 798 Calera De Tango,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,10687,0.97,8,10687 Escuela Basica F-N° 798 Calera De Tango,10,2do Nivel de Transición (Kinder),B
2025,1.Marzo,10687,0.96,31,10687 Escuela Basica F-N° 798 Calera De Tango,110,1° Básico,A
2025,1.Marzo,10687,0.96,27,10687 Escuela Basica F-N° 798 Calera De Tango,110,1° Básico,B
2025,1.Marzo,10687,0.97,26,10687 Escuela Basica F-N° 798 Calera De Tango,110,2° Básico,A
2025,1.Marzo,10687,0.95,29,10687 Escuela Basica F-N° 798 Calera De Tango,110,2° Básico,B
2025,1.Marzo,10687,0.93,35,10687 Escuela Basica F-N° 798 Calera De Tango,110,3° Básico,A
2025,1.Marzo,10687,0.95,34,10687 Escuela Basica F-N° 798 Calera De Tango,110,3° Básico,B
2025,1.Marzo,10687,0.97,34,10687 Escuela Basica F-N° 798 Calera De Tango,110,4° Básico,A
2025,1.Marzo,10687,0.98,34,10687 Escuela Basica F-N° 798 Calera De Tango,110,4° Básico,B
2025,1.Marzo,10687,0.95,33,10687 Escuela Basica F-N° 798 Calera De Tango,110,5° Básico,A
2025,1.Marzo,10687,0.94,33,10687 Escuela Basica F-N° 798 Calera De Tango,110,5° Básico,B
2025,1.Marzo,10687,0.96,30,10687 Escuela Basica F-N° 798 Calera De Tango,110,6° Básico,A
2025,1.Marzo,10687,0.95,32,10687 Escuela Basica F-N° 798 Calera De Tango,110,6° Básico,B
2025,1.Marzo,10687,0.96,37,10687 Escuela Basica F-N° 798 Calera De Tango,110,7° Básico,A
2025,1.Marzo,10687,0.97,36,10687 Escuela Basica F-N° 798 Calera De Tango,110,7° Básico,B
2025,1.Marzo,10687,0.94,35,10687 Escuela Basica F-N° 798 Calera De Tango,110,8° Básico,A
2025,1.Marzo,10687,0.97,37,10687 Escuela Basica F-N° 798 Calera De Tango,110,8° Básico,B
2025,1.Marzo,10688,0.9,23,10688 Liceo Lonquen,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,10688,0.89,28,10688 Liceo Lonquen,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,10688,0.8,29,10688 Liceo Lonquen,10,2do Nivel de Transición (Kinder),B
2025,1.Marzo,10688,0.86,26,10688 Liceo Lonquen,110,1° Básico,A
2025,1.Marzo,10688,0.84,26,10688 Liceo Lonquen,110,1° Básico,B
2025,1.Marzo,10688,0.9,22,10688 Liceo Lonquen,110,2° Básico,A
2025,1.Marzo,10688,0.77,22,10688 Liceo Lonquen,110,2° Básico,B
2025,1.Marzo,10688,0.89,31,10688 Liceo Lonquen,110,3° Básico,A
2025,1.Marzo,10688,0.8,34,10688 Liceo Lonquen,110,3° Básico,B
2025,1.Marzo,10688,0.89,38,10688 Liceo Lonquen,110,4° Básico,A
2025,1.Marzo,10688,0.9,35,10688 Liceo Lonquen,110,4° Básico,B
2025,1.Marzo,10688,0.86,35,10688 Liceo Lonquen,110,5° Básico,A
2025,1.Marzo,10688,0.89,39,10688 Liceo Lonquen,110,5° Básico,B
2025,1.Marzo,10688,0.85,28,10688 Liceo Lonquen,110,6° Básico,A
2025,1.Marzo,10688,0.85,28,10688 Liceo Lonquen,110,6° Básico,B
2025,1.Marzo,10688,0.86,36,10688 Liceo Lonquen,110,7° Básico,A
2025,1.Marzo,10688,0.88,30,10688 Liceo Lonquen,110,7° Básico,B
2025,1.Marzo,10688,0.9,37,10688 Liceo Lonquen,110,8° Básico,A
2025,1.Marzo,10688,0.86,33,10688 Liceo Lonquen,110,8° Básico,B
2025,1.Marzo,10688,0.64,4,10688 Liceo Lonquen,165,Nivel Básico 1 (1° a 4° Básico),A
2025,1.Marzo,10688,0.64,10,10688 Liceo Lonquen,167,Nivel Básico 3 (7° y 8° Básico),A
2025,1.Marzo,10688,0.41,45,10688 Liceo Lonquen,363,1er Nivel (1° y 2° Medio),A
2025,1.Marzo,10688,0.69,37,10688 Liceo Lonquen,363,2do Nivel (3° y 4° Medio),A
2025,1.Marzo,12079,0.9,15,12079 Escuela Hernan Merino Correa,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,12079,0.95,27,12079 Escuela Hernan Merino Correa,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,12079,0.94,28,12079 Escuela Hernan Merino Correa,110,1° Básico,A
2025,1.Marzo,12079,0.88,26,12079 Escuela Hernan Merino Correa,110,1° Básico,B
2025,1.Marzo,12079,0.88,23,12079 Escuela Hernan Merino Correa,110,2° Básico,A
2025,1.Marzo,12079,0.91,21,12079 Escuela Hernan Merino Correa,110,2° Básico,B
2025,1.Marzo,12079,0.86,26,12079 Escuela Hernan Merino Correa,110,3° Básico,A
2025,1.Marzo,12079,0.84,27,12079 Escuela Hernan Merino Correa,110,3° Básico,B
2025,1.Marzo,12079,0.95,36,12079 Escuela Hernan Merino Correa,110,4° Básico,A
2025,1.Marzo,12079,0.96,27,12079 Escuela Hernan Merino Correa,110,4° Básico,B
2025,1.Marzo,12079,0.94,27,12079 Escuela Hernan Merino Correa,110,5° Básico,A
2025,1.Marzo,12079,0.97,29,12079 Escuela Hernan Merino Correa,110,5° Básico,B
2025,1.Marzo,12079,0.96,30,12079 Escuela Hernan Merino Correa,110,6° Básico,A
2025,1.Marzo,12079,0.97,29,12079 Escuela Hernan Merino Correa,110,6° Básico,B
2025,1.Marzo,12079,0.84,30,12079 Escuela Hernan Merino Correa,110,7° Básico,A
2025,1.Marzo,12079,0.95,28,12079 Escuela Hernan Merino Correa,110,7° Básico,B
2025,1.Marzo,12079,0.95,38,12079 Escuela Hernan Merino Correa,110,8° Básico,A
2025,1.Marzo,12079,0.93,35,12079 Escuela Hernan Merino Correa,110,8° Básico,B
2025,1.Marzo,12251,0.93,22,12251 Colegio Batalla De La Concepcion,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,12251,0.88,19,12251 Colegio Batalla De La Concepcion,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,12251,0.94,27,12251 Colegio Batalla De La Concepcion,110,1° Básico,A
2025,1.Marzo,12251,0.93,36,12251 Colegio Batalla De La Concepcion,110,2° Básico,A
2025,1.Marzo,12251,0.92,30,12251 Colegio Batalla De La Concepcion,110,3° Básico,A
2025,1.Marzo,12251,0.93,28,12251 Colegio Batalla De La Concepcion,110,4° Básico,A
2025,1.Marzo,12251,0.94,35,12251 Colegio Batalla De La Concepcion,110,5° Básico,A
2025,1.Marzo,12251,0.94,30,12251 Colegio Batalla De La Concepcion,110,6° Básico,A
2025,1.Marzo,12251,0.94,33,12251 Colegio Batalla De La Concepcion,110,7° Básico,A
2025,1.Marzo,12251,0.9,34,12251 Colegio Batalla De La Concepcion,110,8° Básico,A
2025,1.Marzo,24403,0.86,17,24403 Colegio Simon Bolivar,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,24403,0.87,17,24403 Colegio Simon Bolivar,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,24403,0.92,27,24403 Colegio Simon Bolivar,110,1° Básico,A
2025,1.Marzo,24403,0.93,25,24403 Colegio Simon Bolivar,110,2° Básico,A
2025,1.Marzo,24403,0.9,30,24403 Colegio Simon Bolivar,110,3° Básico,A
2025,1.Marzo,24403,0.94,37,24403 Colegio Simon Bolivar,110,4° Básico,A
2025,1.Marzo,24403,0.9,39,24403 Colegio Simon Bolivar,110,5° Básico,A
2025,1.Marzo,24403,0.9,35,24403 Colegio Simon Bolivar,110,6° Básico,A
2025,1.Marzo,24403,0.91,29,24403 Colegio Simon Bolivar,110,7° Básico,A
2025,1.Marzo,24403,0.93,25,24403 Colegio Simon Bolivar,110,7° Básico,B
2025,1.Marzo,24403,0.89,34,24403 Colegio Simon Bolivar,110,8° Básico,A
2025,1.Marzo,24403,1.0,23,24403 Colegio Simon Bolivar,167,Nivel Básico 3 (7° y 8° Básico),A
2025,1.Marzo,24403,0.92,45,24403 Colegio Simon Bolivar,310,I° Medio,A
2025,1.Marzo,24403,0.94,34,24403 Colegio Simon Bolivar,310,II° Medio,A
2025,1.Marzo,24403,0.92,20,24403 Colegio Simon Bolivar,310,III° Medio,A
2025,1.Marzo,24403,0.96,18,24403 Colegio Simon Bolivar,310,III° Medio,B
2025,1.Marzo,24403,0.92,22,24403 Colegio Simon Bolivar,310,IV° Medio,A
2025,1.Marzo,24403,0.84,30,24403 Colegio Simon Bolivar,363,1er Nivel (1° y 2° Medio),A
2025,1.Marzo,24403,0.89,29,24403 Colegio Simon Bolivar,363,1er Nivel (1° y 2° Medio),B
2025,1.Marzo,24403,0.91,35,24403 Colegio Simon Bolivar,363,2do Nivel (3° y 4° Medio),A
2025,1.Marzo,24403,0.92,33,24403 Colegio Simon Bolivar,363,2do Nivel (3° y 4° Medio),B
2025,1.Marzo,24444,0.9,31,24444 Liceo Industrial Hardware,310,I° Medio,A
2025,1.Marzo,24444,0.85,29,24444 Liceo Industrial Hardware,310,I° Medio,B
2025,1.Marzo,24444,0.88,30,24444 Liceo Industrial Hardware,310,I° Medio,C
2025,1.Marzo,24444,0.86,33,24444 Liceo Industrial Hardware,310,II° Medio,A
2025,1.Marzo,24444,0.85,33,24444 Liceo Industrial Hardware,310,II° Medio,B
2025,1.Marzo,24444,0.83,24,24444 Liceo Industrial Hardware,310,II° Medio,C
2025,1.Marzo,24444,0.9,30,24444 Liceo Industrial Hardware,510,III° Medio,A
2025,1.Marzo,24444,0.91,17,24444 Liceo Industrial Hardware,510,III° Medio,B
2025,1.Marzo,24444,0.84,25,24444 Liceo Industrial Hardware,510,III° Medio,C
2025,1.Marzo,24444,0.92,20,24444 Liceo Industrial Hardware,510,IV° Medio,A
2025,1.Marzo,24444,0.88,18,24444 Liceo Industrial Hardware,510,IV° Medio,B
2025,1.Marzo,24444,0.85,15,24444 Liceo Industrial Hardware,510,IV° Medio,C
2025,1.Marzo,24445,0.72,16,24445 Liceo Municipal El Roble,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,24445,0.66,13,24445 Liceo Municipal El Roble,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,24445,0.86,28,24445 Liceo Municipal El Roble,110,1° Básico,A
2025,1.Marzo,24445,0.83,26,24445 Liceo Municipal El Roble,110,2° Básico,A
2025,1.Marzo,24445,0.82,34,24445 Liceo Municipal El Roble,110,3° Básico,A
2025,1.Marzo,24445,0.84,34,24445 Liceo Municipal El Roble,110,4° Básico,A
2025,1.Marzo,24445,0.83,35,24445 Liceo Municipal El Roble,110,5° Básico,A
2025,1.Marzo,24445,0.8,21,24445 Liceo Municipal El Roble,110,6° Básico,A
2025,1.Marzo,24445,0.87,28,24445 Liceo Municipal El Roble,110,7° Básico,A
2025,1.Marzo,24445,0.89,35,24445 Liceo Municipal El Roble,110,8° Básico,A
2025,1.Marzo,24445,0.81,16,24445 Liceo Municipal El Roble,165,Nivel Básico 3 (7° y 8° Básico),A
2025,1.Marzo,24445,0.92,40,24445 Liceo Municipal El Roble,363,1er Nivel (1° y 2° Medio),A
2025,1.Marzo,24445,0.9,30,24445 Liceo Municipal El Roble,363,2do Nivel (3° y 4° Medio),A
2025,1.Marzo,24445,0.74,33,24445 Liceo Municipal El Roble,363,2do Nivel (3° y 4° Medio),B
2025,1.Marzo,24654,0.92,9,24654 Escuela Basica Cinco Pinos,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,24654,0.88,18,24654 Escuela Basica Cinco Pinos,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,24654,0.8,15,24654 Escuela Basica Cinco Pinos,110,1° Básico,A
2025,1.Marzo,24654,0.87,9,24654 Escuela Basica Cinco Pinos,110,2° Básico,A
2025,1.Marzo,24654,0.83,23,24654 Escuela Basica Cinco Pinos,110,3° Básico,A
2025,1.Marzo,24654,0.91,11,24654 Escuela Basica Cinco Pinos,110,4° Básico,A
2025,1.Marzo,24654,0.9,19,24654 Escuela Basica Cinco Pinos,110,5° Básico,A
2025,1.Marzo,24654,0.89,18,24654 Escuela Basica Cinco Pinos,110,6° Básico,A
2025,1.Marzo,24654,0.88,25,24654 Escuela Basica Cinco Pinos,110,7° Básico,A
2025,1.Marzo,24654,0.96,12,24654 Escuela Basica Cinco Pinos,110,8° Básico,A
2025,1.Marzo,24822,0.95,20,24822 Esuela Básica Presidente Salvador Allende Gossens,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,24822,0.89,16,24822 Esuela Básica Presidente Salvador Allende Gossens,10,1er Nivel de Transición (Pre-kinder),B
2025,1.Marzo,24822,0.91,18,24822 Esuela Básica Presidente Salvador Allende Gossens,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,24822,0.7,3,24822 Esuela Básica Presidente Salvador Allende Gossens,10,2do Nivel de Transición (Kinder),B
2025,1.Marzo,24822,0.95,43,24822 Esuela Básica Presidente Salvador Allende Gossens,110,1° Básico,A
2025,1.Marzo,24822,0.95,44,24822 Esuela Básica Presidente Salvador Allende Gossens,110,2° Básico,A
2025,1.Marzo,24822,0.92,36,24822 Esuela Básica Presidente Salvador Allende Gossens,110,3° Básico,A
2025,1.Marzo,24822,0.92,30,24822 Esuela Básica Presidente Salvador Allende Gossens,110,4° Básico,A
2025,1.Marzo,24822,0.94,39,24822 Esuela Básica Presidente Salvador Allende Gossens,110,5° Básico,A
2025,1.Marzo,24822,0.97,25,24822 Esuela Básica Presidente Salvador Allende Gossens,110,6° Básico,A
2025,1.Marzo,24822,0.94,24,24822 Esuela Básica Presidente Salvador Allende Gossens,110,6° Básico,B
2025,1.Marzo,24822,0.97,41,24822 Esuela Básica Presidente Salvador Allende Gossens,110,7° Básico,A
2025,1.Marzo,24822,0.95,21,24822 Esuela Básica Presidente Salvador Allende Gossens,110,8° Básico,A
2025,1.Marzo,24822,0.92,20,24822 Esuela Básica Presidente Salvador Allende Gossens,110,8° Básico,B
2025,1.Marzo,24876,0.84,25,24876 Escuela Basica Profesora Aurelia Rojas Burgos,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,24876,0.88,32,24876 Escuela Basica Profesora Aurelia Rojas Burgos,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,24876,0.9,14,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,1° Básico,A
2025,1.Marzo,24876,0.74,14,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,1° Básico,B
2025,1.Marzo,24876,0.86,21,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,2° Básico,A
2025,1.Marzo,24876,0.9,20,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,2° Básico,B
2025,1.Marzo,24876,0.97,28,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,3° Básico,A
2025,1.Marzo,24876,0.9,21,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,3° Básico,B
2025,1.Marzo,24876,0.96,24,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,4° Básico,A
2025,1.Marzo,24876,0.93,23,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,4° Básico,B
2025,1.Marzo,24876,0.87,26,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,5° Básico,A
2025,1.Marzo,24876,0.87,23,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,5° Básico,B
2025,1.Marzo,24876,0.92,22,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,6° Básico,A
2025,1.Marzo,24876,0.88,22,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,6° Básico,B
2025,1.Marzo,24876,0.89,22,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,7° Básico,A
2025,1.Marzo,24876,0.93,28,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,7° Básico,B
2025,1.Marzo,24876,0.95,15,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,8° Básico,A
2025,1.Marzo,24876,0.95,20,24876 Escuela Basica Profesora Aurelia Rojas Burgos,110,8° Básico,B
2025,1.Marzo,24876,0.98,42,24876 Escuela Basica Profesora Aurelia Rojas Burgos,363,1er Nivel (1° y 2° Medio),A
2025,1.Marzo,24876,0.97,37,24876 Escuela Basica Profesora Aurelia Rojas Burgos,363,2do Nivel (3° y 4° Medio),A
2025,1.Marzo,25009,0.9,17,25009 Liceo Valle De Lluta,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,25009,0.98,14,25009 Liceo Valle De Lluta,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,25009,0.89,14,25009 Liceo Valle De Lluta,10,2do Nivel de Transición (Kinder),B
2025,1.Marzo,25009,0.9,26,25009 Liceo Valle De Lluta,110,1° Básico,A
2025,1.Marzo,25009,0.89,25,25009 Liceo Valle De Lluta,110,1° Básico,B
2025,1.Marzo,25009,0.91,19,25009 Liceo Valle De Lluta,110,2° Básico,A
2025,1.Marzo,25009,0.97,18,25009 Liceo Valle De Lluta,110,2° Básico,B
2025,1.Marzo,25009,0.9,17,25009 Liceo Valle De Lluta,110,3° Básico,A
2025,1.Marzo,25009,0.94,18,25009 Liceo Valle De Lluta,110,3° Básico,B
2025,1.Marzo,25009,0.9,24,25009 Liceo Valle De Lluta,110,4° Básico,A
2025,1.Marzo,25009,0.88,22,25009 Liceo Valle De Lluta,110,4° Básico,B
2025,1.Marzo,25009,0.93,26,25009 Liceo Valle De Lluta,110,5° Básico,A
2025,1.Marzo,25009,0.92,24,25009 Liceo Valle De Lluta,110,5° Básico,B
2025,1.Marzo,25009,0.97,15,25009 Liceo Valle De Lluta,110,6° Básico,A
2025,1.Marzo,25009,0.94,19,25009 Liceo Valle De Lluta,110,6° Básico,B
2025,1.Marzo,25009,0.95,17,25009 Liceo Valle De Lluta,110,7° Básico,A
2025,1.Marzo,25009,0.92,17,25009 Liceo Valle De Lluta,110,7° Básico,B
2025,1.Marzo,25009,0.98,24,25009 Liceo Valle De Lluta,110,8° Básico,A
2025,1.Marzo,25009,0.98,22,25009 Liceo Valle De Lluta,110,8° Básico,B
2025,1.Marzo,25009,0.85,19,25009 Liceo Valle De Lluta,167,Nivel Básico 2 (5° y 6° Básico),A
2025,1.Marzo,25009,0.89,39,25009 Liceo Valle De Lluta,167,Nivel Básico 3 (7° y 8° Básico),A
2025,1.Marzo,25009,0.9,40,25009 Liceo Valle De Lluta,363,1er Nivel (1° y 2° Medio),A
2025,1.Marzo,25009,0.86,39,25009 Liceo Valle De Lluta,363,1er Nivel (1° y 2° Medio),B
2025,1.Marzo,25009,0.86,43,25009 Liceo Valle De Lluta,363,2do Nivel (3° y 4° Medio),A
2025,1.Marzo,25009,0.87,44,25009 Liceo Valle De Lluta,363,2do Nivel (3° y 4° Medio),B
2025,1.Marzo,25078,0.94,10,25078 Escuela Comandante Carlos Condell,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,25078,0.93,18,25078 Escuela Comandante Carlos Condell,10,1er Nivel de Transición (Pre-kinder),B
2025,1.Marzo,25078,0.93,11,25078 Escuela Comandante Carlos Condell,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,25078,0.92,12,25078 Escuela Comandante Carlos Condell,10,2do Nivel de Transición (Kinder),B
2025,1.Marzo,25078,0.91,18,25078 Escuela Comandante Carlos Condell,110,1° Básico,A
2025,1.Marzo,25078,0.86,24,25078 Escuela Comandante Carlos Condell,110,1° Básico,B
2025,1.Marzo,25078,0.78,14,25078 Escuela Comandante Carlos Condell,110,2° Básico,A
2025,1.Marzo,25078,0.91,16,25078 Escuela Comandante Carlos Condell,110,2° Básico,B
2025,1.Marzo,25078,0.94,20,25078 Escuela Comandante Carlos Condell,110,3° Básico,A
2025,1.Marzo,25078,0.91,23,25078 Escuela Comandante Carlos Condell,110,3° Básico,B
2025,1.Marzo,25078,0.92,19,25078 Escuela Comandante Carlos Condell,110,4° Básico,A
2025,1.Marzo,25078,0.95,22,25078 Escuela Comandante Carlos Condell,110,4° Básico,B
2025,1.Marzo,25078,0.93,24,25078 Escuela Comandante Carlos Condell,110,5° Básico,A
2025,1.Marzo,25078,0.88,24,25078 Escuela Comandante Carlos Condell,110,5° Básico,B
2025,1.Marzo,25078,0.95,31,25078 Escuela Comandante Carlos Condell,110,6° Básico,A
2025,1.Marzo,25078,0.95,25,25078 Escuela Comandante Carlos Condell,110,6° Básico,B
2025,1.Marzo,25078,0.89,29,25078 Escuela Comandante Carlos Condell,110,7° Básico,A
2025,1.Marzo,25078,0.93,22,25078 Escuela Comandante Carlos Condell,110,7° Básico,B
2025,1.Marzo,25078,0.94,24,25078 Escuela Comandante Carlos Condell,110,8° Básico,A
2025,1.Marzo,25078,0.82,25,25078 Escuela Comandante Carlos Condell,110,8° Básico,B
2025,1.Marzo,25698,0.92,19,25698 Colegio Cordillera De Los Andes,10,1er Nivel de Transición (Pre-kinder),A
2025,1.Marzo,25698,0.84,18,25698 Colegio Cordillera De Los Andes,10,1er Nivel de Transición (Pre-kinder),B
2025,1.Marzo,25698,0.89,27,25698 Colegio Cordillera De Los Andes,10,2do Nivel de Transición (Kinder),A
2025,1.Marzo,25698,0.84,19,25698 Colegio Cordillera De Los Andes,10,2do Nivel de Transición (Kinder),B
2025,1.Marzo,25698,0.9,33,25698 Colegio Cordillera De Los Andes,110,1° Básico,A
2025,1.Marzo,25698,0.82,30,25698 Colegio Cordillera De Los Andes,110,1° Básico,B
2025,1.Marzo,25698,0.87,28,25698 Colegio Cordillera De Los Andes,110,2° Básico,A
2025,1.Marzo,25698,0.85,28,25698 Colegio Cordillera De Los Andes,110,2° Básico,B
2025,1.Marzo,25698,0.87,27,25698 Colegio Cordillera De Los Andes,110,3° Básico,A
2025,1.Marzo,25698,0.84,27,25698 Colegio Cordillera De Los Andes,110,3° Básico,B
2025,1.Marzo,25698,0.83,25,25698 Colegio Cordillera De Los Andes,110,4° Básico,A
2025,1.Marzo,25698,0.89,26,25698 Colegio Cordillera De Los Andes,110,4° Básico,B
2025,1.Marzo,25698,0.85,34,25698 Colegio Cordillera De Los Andes,110,5° Básico,A
2025,1.Marzo,25698,0.89,34,25698 Colegio Cordillera De Los Andes,110,5° Básico,B
2025,1.Marzo,25698,0.82,29,25698 Colegio Cordillera De Los Andes,110,6° Básico,A
2025,1.Marzo,25698,0.8,29,25698 Colegio Cordillera De Los Andes,110,6° Básico,B
2025,1.Marzo,25698,0.87,32,25698 Colegio Cordillera De Los Andes,110,7° Básico,A
2025,1.Marzo,25698,0.93,34,25698 Colegio Cordillera De Los Andes,110,7° Básico,B
2025,1.Marzo,25698,0.84,26,25698 Colegio Cordillera De Los Andes,110,8° Básico,A
2025,1.Marzo,25698,0.85,28,25698 Colegio Cordillera De Los Andes,110,8° Básico,B
2025,1.Marzo,25698,0.73,39,25698 Colegio Cordillera De Los Andes,165,Nivel Básico 3 (7° y 8° Básico),A
2025,1.Marzo,25698,0.9,40,25698 Colegio Cordillera De Los Andes,363,1er Nivel (1° y 2° Medio),A
2025,1.Marzo,25698,0.91,39,25698 Colegio Cordillera De Los Andes,363,1er Nivel (1° y 2° Medio),B
2025,1.Marzo,25698,0.9,43,25698 Colegio Cordillera De Los Andes,363,2do Nivel (3° y 4° Medio),A
2025,1.Marzo,25698,0.88,43,25698 Colegio Cordillera De Los Andes,363,2do Nivel (3° y 4° Medio),B
2025,1.Marzo,25824,0.85,30,25824 Liceo Sergio Silva Bascunan,310,I° Medio,A
2025,1.Marzo,25824,0.85,30,25824 Liceo Sergio Silva Bascunan,310,I° Medio,B
2025,1.Marzo,25824,0.89,28,25824 Liceo Sergio Silva Bascunan,310,I° Medio,C
2025,1.Marzo,25824,0.9,29,25824 Liceo Sergio Silva Bascunan,310,I° Medio,D
2025,1.Marzo,25824,0.9,45,25824 Liceo Sergio Silva Bascunan,310,II° Medio,A
2025,1.Marzo,25824,0.86,44,25824 Liceo Sergio Silva Bascunan,310,II° Medio,B
